Orthogroup	Duplications (all)	Duplications (50% support)
OG0001389	0	0
OG0001390	0	0
OG0001391	2	2
OG0001392	2	2
OG0001393	0	0
OG0001394	3	3
OG0001395	1	1
OG0001396	0	0
OG0001397	0	0
OG0001398	0	0
OG0001399	0	0
OG0001400	0	0
OG0001401	1	1
OG0001402	0	0
OG0001403	0	0
OG0001404	0	0
OG0001405	2	2
OG0001406	0	0
OG0001407	0	0
OG0001408	1	1
OG0001409	1	1
OG0001410	1	1
OG0001411	1	1
OG0001412	2	2
OG0001413	0	0
OG0001414	0	0
OG0001415	2	2
OG0001416	2	2
OG0001417	2	2
OG0001418	0	0
OG0001419	0	0
OG0001420	0	0
OG0001421	0	0
OG0001422	0	0
OG0001423	0	0
OG0001424	2	2
OG0001425	0	0
OG0001426	0	0
OG0001427	0	0
OG0001428	2	2
OG0001429	2	2
OG0001430	1	1
OG0001431	0	0
OG0001432	0	0
OG0001433	1	1
OG0001434	2	2
OG0001435	3	3
OG0001436	1	1
OG0001437	0	0
OG0001438	0	0
OG0001439	1	1
OG0001440	1	1
OG0001441	0	0
OG0001442	1	1
OG0001443	0	0
OG0001444	0	0
OG0001445	0	0
OG0001446	1	1
OG0001447	2	2
OG0001448	0	0
OG0001449	0	0
OG0001450	1	1
OG0001451	1	1
OG0001452	0	0
OG0001453	0	0
OG0001454	0	0
OG0001455	0	0
OG0001456	2	2
OG0001457	0	0
OG0001458	0	0
OG0001459	0	0
OG0001460	0	0
OG0001461	0	0
OG0001462	0	0
OG0001463	1	1
OG0001464	3	3
OG0001465	3	3
OG0001466	0	0
OG0001467	2	2
OG0001468	0	0
OG0001469	0	0
OG0001470	2	2
OG0001471	1	1
OG0001472	0	0
OG0001473	0	0
OG0001474	0	0
OG0001475	1	1
OG0001476	1	1
OG0001477	2	2
OG0001478	0	0
OG0001479	0	0
OG0001480	0	0
OG0001481	0	0
OG0001482	0	0
OG0001483	1	1
OG0001484	0	0
OG0001485	0	0
OG0001486	0	0
OG0001487	0	0
OG0001488	0	0
OG0001489	0	0
OG0001490	0	0
OG0001491	0	0
OG0001492	0	0
OG0001493	0	0
OG0001494	0	0
OG0001495	0	0
OG0001496	1	1
OG0001497	0	0
OG0001498	0	0
OG0001499	0	0
OG0001500	0	0
OG0001501	0	0
OG0001502	2	2
OG0001503	2	2
OG0001504	0	0
OG0001505	0	0
OG0001506	3	3
OG0001507	0	0
OG0001508	0	0
OG0001509	2	2
OG0001510	0	0
OG0001511	2	2
OG0001512	1	1
OG0001513	1	1
OG0001514	0	0
OG0001515	2	2
OG0001516	0	0
OG0001517	0	0
OG0001518	0	0
OG0001519	0	0
OG0001520	1	1
OG0001521	0	0
OG0001522	0	0
OG0001523	0	0
OG0001524	2	2
OG0001525	1	1
OG0001526	0	0
OG0001527	0	0
OG0001528	0	0
OG0001529	0	0
OG0001530	0	0
OG0001531	0	0
OG0001532	0	0
OG0001533	2	2
OG0001534	2	2
OG0001535	0	0
OG0001536	0	0
OG0001537	0	0
OG0001538	0	0
OG0001539	0	0
OG0001540	0	0
OG0001541	0	0
OG0001542	0	0
OG0001543	0	0
OG0001544	0	0
OG0001545	0	0
OG0001546	2	2
OG0001547	2	2
OG0001548	0	0
OG0001549	0	0
OG0001550	0	0
OG0001551	1	1
OG0001552	0	0
OG0001553	2	2
OG0001554	0	0
OG0001555	0	0
OG0001556	0	0
OG0001557	0	0
OG0001558	0	0
OG0001559	0	0
OG0001560	0	0
OG0001561	2	2
OG0001562	0	0
OG0001563	0	0
OG0001564	0	0
OG0001565	0	0
OG0001566	0	0
OG0001567	1	1
OG0001568	0	0
OG0001569	0	0
OG0001570	0	0
OG0001571	0	0
OG0001572	0	0
OG0001573	0	0
OG0001574	0	0
OG0001575	1	1
OG0001576	0	0
OG0001577	0	0
OG0001578	0	0
OG0001579	0	0
OG0001580	0	0
OG0001581	0	0
OG0001582	0	0
OG0001583	0	0
OG0001584	2	2
OG0001585	0	0
OG0001586	2	2
OG0001587	0	0
OG0001588	0	0
OG0001589	0	0
OG0001590	0	0
OG0001591	1	1
OG0001592	1	1
OG0001593	0	0
OG0001594	0	0
OG0001595	0	0
OG0001596	0	0
OG0001597	1	1
OG0001598	1	1
OG0001599	0	0
OG0001600	0	0
OG0001601	0	0
OG0001602	0	0
OG0001603	0	0
OG0001604	0	0
OG0001605	0	0
OG0001606	0	0
OG0001607	0	0
OG0001608	0	0
OG0001609	0	0
OG0001610	0	0
OG0001611	0	0
OG0001612	0	0
OG0001613	0	0
OG0001614	0	0
OG0001615	1	1
OG0001616	0	0
OG0001617	0	0
OG0001618	1	1
OG0001619	0	0
OG0001620	2	2
OG0001621	0	0
OG0001622	0	0
OG0001623	2	2
OG0001624	0	0
OG0001625	2	2
OG0001626	0	0
OG0001627	2	2
OG0001628	0	0
OG0001629	0	0
OG0001630	0	0
OG0001631	0	0
OG0001632	0	0
OG0001633	1	1
OG0001634	0	0
OG0001635	2	2
OG0001636	0	0
OG0001637	0	0
OG0001638	0	0
OG0001639	0	0
OG0001640	0	0
OG0001641	2	2
OG0001642	0	0
OG0001643	0	0
OG0001644	1	1
OG0001645	0	0
OG0001646	0	0
OG0001647	0	0
OG0001648	0	0
OG0001649	0	0
OG0001650	0	0
OG0001651	0	0
OG0001652	0	0
OG0001653	0	0
OG0001654	0	0
OG0001655	0	0
OG0001656	1	1
OG0001657	1	1
OG0001658	1	1
OG0001659	1	1
OG0001660	2	2
OG0001661	0	0
OG0001662	0	0
OG0001663	0	0
OG0001664	0	0
OG0001665	0	0
OG0001666	0	0
OG0001667	0	0
OG0001668	1	1
OG0001669	0	0
OG0001670	0	0
OG0001671	0	0
OG0001672	0	0
OG0001673	0	0
OG0001674	0	0
OG0001675	0	0
OG0001676	0	0
OG0001677	1	1
OG0001678	0	0
OG0001679	0	0
OG0001680	0	0
OG0001681	0	0
OG0001682	0	0
OG0001683	0	0
OG0001684	0	0
OG0001685	0	0
OG0001686	0	0
OG0001687	0	0
OG0001688	0	0
OG0001689	0	0
OG0001690	0	0
OG0001691	0	0
OG0001692	2	2
OG0001693	0	0
OG0001694	0	0
OG0001695	0	0
OG0001696	2	2
OG0001697	2	2
OG0001698	0	0
OG0001699	0	0
OG0001700	0	0
OG0001701	0	0
OG0001702	0	0
OG0001703	0	0
OG0001704	0	0
OG0001705	0	0
OG0001706	0	0
OG0001707	0	0
OG0001708	0	0
OG0001709	0	0
OG0001710	1	1
OG0001711	0	0
OG0001712	1	1
OG0001713	0	0
OG0001714	0	0
OG0001715	0	0
OG0001716	0	0
OG0001717	0	0
OG0001718	0	0
OG0001719	0	0
OG0001720	0	0
OG0001721	0	0
OG0001722	2	2
OG0001723	0	0
OG0001724	0	0
OG0001725	0	0
OG0001726	0	0
OG0001727	0	0
OG0001728	0	0
OG0001729	0	0
OG0001730	0	0
OG0001731	0	0
OG0001732	0	0
OG0001733	0	0
OG0001734	0	0
OG0001735	0	0
OG0001736	0	0
OG0001737	0	0
OG0001738	0	0
OG0001739	0	0
OG0001740	0	0
OG0001741	0	0
OG0001742	0	0
OG0001743	0	0
OG0001744	0	0
OG0001745	0	0
OG0001746	0	0
OG0001747	0	0
OG0001748	0	0
OG0001749	0	0
OG0001750	0	0
OG0001751	0	0
OG0001752	1	1
OG0001753	0	0
OG0001754	0	0
OG0001755	0	0
OG0001756	0	0
OG0001757	0	0
OG0001758	0	0
OG0001759	0	0
OG0001760	0	0
OG0001761	0	0
OG0001762	0	0
OG0001763	0	0
OG0001764	0	0
OG0001765	0	0
OG0001766	0	0
OG0001767	0	0
OG0001768	0	0
OG0001769	0	0
OG0001770	0	0
OG0001771	0	0
OG0001772	0	0
OG0001773	2	2
OG0001774	0	0
OG0001775	0	0
OG0001776	1	1
OG0001777	0	0
OG0001778	0	0
OG0001779	0	0
OG0001780	0	0
OG0001781	0	0
OG0001782	0	0
OG0001783	0	0
OG0001784	0	0
OG0001785	0	0
OG0001786	0	0
OG0001787	0	0
OG0001788	0	0
OG0001789	0	0
OG0001790	0	0
OG0001791	0	0
OG0001792	0	0
OG0001793	0	0
OG0001794	0	0
OG0001795	2	2
OG0001796	0	0
OG0001797	0	0
OG0001798	0	0
OG0001799	0	0
OG0001800	0	0
OG0001801	0	0
OG0001802	0	0
OG0001803	0	0
OG0001804	2	2
OG0001805	0	0
OG0001806	0	0
OG0001807	0	0
OG0001808	0	0
OG0001809	2	2
OG0001810	0	0
OG0001811	0	0
OG0001812	0	0
OG0001813	1	1
OG0001814	0	0
OG0001815	0	0
OG0001816	0	0
OG0001817	0	0
OG0001818	0	0
OG0001819	1	1
OG0001820	0	0
OG0001821	2	2
OG0001822	0	0
OG0001823	2	2
OG0001824	3	3
OG0001825	3	3
OG0001826	3	3
OG0001827	3	3
OG0001828	3	3
OG0001829	1	1
OG0001830	3	3
OG0001831	3	3
